smiles,Test,label_model_1,label_model_2,label_model_3,label_model_4,label_model_5,label_model_6,label_model_7,label_model_8,label_model_9,label_model_10
CC(C)(C1=CC=C(O)C=C1)C1=CC(=CC=C1)C(C)(C)C1=CC=C(O)C=C1,1,0.352349304,0.347382268,0.34094751,0.354938777,0.351630906,0.347161332,0.35465144,0.363119942,0.366869433,0.364078046
CC(C)C1=C(O)C=CC(=C1)C(C)(C)C1=CC(C(C)C)=C(O)C=C1,1,0.33104196,0.329084026,0.320971276,0.336262253,0.333070621,0.3240676,0.338419537,0.351217011,0.349373952,0.337639996
OC1=CC=C(CC2=CC=C(O)C(O)=C2)C=C1,0,0.15026022,0.164306908,0.146262537,0.169375896,0.169237489,0.155407927,0.162149041,0.169867991,0.156447657,0.165896846
OC1=CC=C(CC2=CC=C(O)C=C2O)C=C1,0,0.155994326,0.168571683,0.147242716,0.176907302,0.181064208,0.159538101,0.166252734,0.169345358,0.164330608,0.166928188
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(C=C1)C(C)(C)C1=CC=C(O)C=C1,1,0.350743783,0.347382268,0.338207153,0.354938777,0.351630906,0.347161332,0.35465144,0.363119942,0.368484035,0.364078046
OC1=CC=C(C=C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=C(O)C=C1,0,0.318654399,0.329146166,0.31378176,0.335118311,0.341081298,0.329805982,0.32760385,0.347441907,0.339377532,0.328759258
CC(C1=CC=CC=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1,0.306360258,0.317398989,0.306031496,0.317381161,0.328588346,0.319344505,0.311728291,0.339112747,0.325331392,0.31376116
OC1C(O)C(OC2=CC=C(C=C2)C(C2=CC=C(O)C=C2)(C(F)(F)F)C(F)(F)F)OC(C1O)C(O)=O,0,0.505145015,0.442561695,0.483544258,0.441250675,0.462263203,0.47163021,0.510767621,0.476706704,0.454997141,0.481273751
CC(=C)C(=O)OC1=CC=C(C=C1)C(C)(C)C1=CC=C(OC(=O)C(C)=C)C=C1,0,0.35178374,0.348699523,0.341810157,0.355781002,0.353157441,0.350686885,0.354610154,0.359688206,0.361275475,0.358730957
CC(C(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,0.255296772,0.257098487,0.249425968,0.273408865,0.270245326,0.259650212,0.262184614,0.28210017,0.265293116,0.266795913
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1,0.160998718,0.191413352,0.168553883,0.199319532,0.208723645,0.185293909,0.180424714,0.199080051,0.187015092,0.192790712
CC(CO)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,0.194793581,0.211128227,0.193392725,0.210312717,0.233657177,0.20711901,0.203367966,0.22554508,0.209515668,0.215049523
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C(O)=C1,1,0.21508186,0.238181385,0.213774836,0.232248732,0.246419321,0.227909995,0.236442184,0.251038637,0.227433748,0.236726311
CC(=C)C(=O)OCC(O)COC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCC(O)COC(=O)C(C)=C)C=C1,0,0.354414734,0.35467411,0.344438824,0.356535741,0.355067179,0.353684059,0.352304356,0.364165318,0.366462071,0.360257007
OCCOC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OCCO)C=C1,0,0.312342359,0.311313154,0.285226288,0.301563737,0.306931619,0.294439111,0.306303072,0.312859932,0.300507442,0.314349695
CC(C)(C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,0,0.360871181,0.356226481,0.350656703,0.361177859,0.361691316,0.358644475,0.359707897,0.365596264,0.371317502,0.368766231
CC(C)(C1=CC=C(O)C=C1)C1=C(O)C=CC=C1,1,0.17226187,0.189738073,0.175941546,0.20011513,0.20475072,0.184731901,0.179623412,0.200452699,0.1711907,0.187061109
CC(C)(C1=CC=CC=C1O)C1=C(O)C=CC=C1,1,0.171615615,0.189777337,0.177010217,0.19898613,0.206942138,0.192969965,0.186792781,0.201749189,0.177171253,0.188514301
OC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1O,0,0.182392326,0.198601756,0.173464054,0.197759007,0.203035383,0.176190035,0.184840015,0.20210626,0.168834977,0.192890492
