smiles,Test,label_model_1,label_model_2,label_model_3,label_model_4,label_model_5,label_model_6,label_model_7,label_model_8,label_model_9,label_model_10
CC(=C)C(=O)OC1=CC=C(C=C1)C(C)(C)C1=CC=C(OC(=O)C(C)=C)C=C1,0,0.0792078,0.6441285,0.21516056,0.23631953,0.123240046,0.15382156,0.28178126,0.4210878,0.34226215,0.21592292
CC(C(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,0.068194926,0.002370009,0.18054076,0.036726933,0.009734339,0.013216807,0.013297228,0.22419865,0.15960857,0.14942141
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1,0.48706526,0.8351467,0.45217988,0.8842485,0.8452196,0.50281316,0.81432503,0.67827505,0.960694,0.9342217
CC(CO)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,0.4116596,0.79120713,0.49611992,0.4830172,0.5042171,0.74235195,0.3613681,0.48381394,0.5411508,0.7430833
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C(O)=C1,1,0.5385494,0.38617957,0.64494556,0.60387695,0.5253522,0.4917661,0.4109688,0.5053656,0.84980464,0.43642288
CC(=C)C(=O)OCC(O)COC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCC(O)COC(=O)C(C)=C)C=C1,0,0.07034165,0.013441547,0.12968,0.03977331,0.041455783,0.09337896,0.111129716,0.3023303,0.5517389,0.005284982
OCCOC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OCCO)C=C1,0,0.23880939,0.03149002,0.099581964,0.02325908,0.15414992,0.05141922,0.04892916,0.22340454,0.047042217,0.013880392
CC(C)(C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,0,0.35602516,0.018652055,0.2558206,0.038910795,0.16414571,0.02234434,0.03617557,0.32448965,0.17420089,0.04714341
CC(C)(C1=CC=C(O)C=C1)C1=C(O)C=CC=C1,1,0.28953487,0.13111484,0.551778,0.71362275,0.29179987,0.29918584,0.75261354,0.43231115,0.23398538,0.61034536
CC(C)(C1=CC=CC=C1O)C1=C(O)C=CC=C1,1,0.25488296,0.025792185,0.03682933,0.040638365,0.008314198,0.035269603,0.14638166,0.24751441,0.108331434,0.031291272
OC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1O,0,0.088109635,0.1045656,0.18881504,0.059311055,0.043439835,0.016160445,0.101383805,0.1158508,0.049459793,0.009019137
